sentence,label
"A shooting star streaked across the sky, leaving a trail of light.",not-shopping
The distant hoot of an owl was the only interruption to the tranquility.,not-shopping
Do we have enough toothpaste?,shopping
"The sound of crickets filled the air, a symphony of nature.",not-shopping
Do you want anything from the bakery?,shopping
"The world was asleep, only the night creatures were awake.",not-shopping
Any good deals on meat?,shopping
"A fox sneaked around, its eyes glinting in the moonlight.",not-shopping
"The silence was deafening, a blanket of peace enveloping everything.",not-shopping
Don't forget the ice cream!,shopping
The soft crunch of leaves underfoot was the only sound.,not-shopping
"We're running low on bread, grab a loaf.",shopping
"The night was a canvas of a billion stars, a masterpiece of the universe.",not-shopping
Let's see if they have any sales on winter clothes.,shopping
"A family of owls hooted in the distance, a chorus of wisdom.",not-shopping
Do we need more light bulbs?,shopping
Do you want anything from the deli?,shopping
The stillness of the night was a balm to the weary soul.,not-shopping
"We need more paper towels, we're almost out.",shopping
"The sun was setting, casting a warm orange glow over everything.",not-shopping
Don't forget to buy more milk.,shopping
"The sound of the river was soothing, a gentle melody that calmed her soul.",not-shopping
We could use some new kitchen utensils.,shopping
Check for sales on jeans.,shopping
"The breeze rustled through the leaves, a soft whisper that carried the scent of blooming flowers.",not-shopping
"The waves crashed against the shore, a rhythmic beat that seemed to go on forever.",not-shopping
Time to restock the first aid kit.,shopping
"The stars twinkled like diamonds, a celestial display that filled her with awe.",not-shopping
Don't forget to buy more paper towels.,shopping
"The snowflakes fell gently, a blanket of white that covered everything.",not-shopping
We could use some new blankets.,shopping
"The sound of the ocean was soothing, a constant roar that seemed to lull her into a peaceful state.",not-shopping
Check for sales on shampoo.,shopping
Time to buy more toothpaste.,shopping
Check for sales on pillows.,shopping
I need to pick up some baking ingredients. Do we have flour and sugar?,shopping
"Just watched the most gorgeous sunrise from my balcony, so serene and peaceful.",not-shopping
Don't forget to check for new book releases.,shopping
Let's look for new plants for the garden.,shopping
Grab some popcorn for movie nights.,shopping
"The full moon sat high above, bathing the world in a soft silver glow.",not-shopping
The wind hummed a gentle lullaby as it weaved through the trees.,not-shopping
"A family of owls hooted softly in the distance, their voices hushed and mysterious.",not-shopping
The stars shone like scattered diamonds against the navy canvas of the night sky.,not-shopping
Have they restocked the organic produce section?,shopping
Grab some fresh fruits for smoothies.,shopping
New seasonal fruits and veggies have arrived?,shopping
"She inhaled deeply, enveloped by the soothing sounds and scents of the night.",not-shopping
Nightfall was the perfect time for the world to reveal its secret wonders.,not-shopping
Check if the pharmacy has the allergy medicine.,shopping
A new brand of shampoo and conditioner might interest you.,shopping
Look for the latest facial care products.,shopping
"Pick up some pet food, and let's get a new brush for the dog.",shopping
"We need milk, remember? And some almond milk for Mom.",shopping
"A bird took flight, a bundle of feathers soaring up to join its brethren.",not-shopping
"The breeze carried the first hints of spring, rejuvenating and fresh.",not-shopping
Don't forget some avocados for guacamorecipes.,shopping
Can you grab tomato sauce while shopping?,shopping
"Amid the sound of rustling leaves, she discovered a heart-shaped rock.",not-shopping
Can you stop by the bank before any other shopping ventures?,shopping
This creature materialized from the evening mist and mystery of the shore.,not-shopping
Check if they have spices in bulk.,shopping
Should we get peanut butter and loaf bread then?,shopping
A chill breeze whispered winter's farewell.,not-shopping
"In the morning, we'll have bagels and bagel bits. Pick up cream cheese.",shopping
"If possible, purchase a more significant green bin.",shopping
The smell of eggs joined the chatter and laughter when Mrs. Miller began breakfast.,not-shopping
New exercise clothes for the approaching season would be ideal.,shopping
Don't forget the chocolate chips for baking. We appreciate cookies.,shopping
"A quiet symphony swelled and fell, a serenade sung by nature in harmony.",not-shopping
"Sunlight spilled through the blinds, evoking shadows that played with carpet fibers on the floor. Get vacuum components while you shop.",not-shopping
Order detergent and the precise soap dispenser.,shopping
How about board games for our upcoming game nights?,shopping
"Stop by the wine store after work. Cabernet, please.",shopping
"Like thunderstorms, spring showers woke up the dormant earth.",not-shopping
An eagle pierced the sky with regal simplicity.,not-shopping
Do we have enough maple syrup? Have almond butter as well. ,shopping
"We're running low on toilet paper, better stock up.",shopping
Have we got enough snacks for movie night?,shopping
Breathtaking sunsets graced the sky as far as her eyes could see.,not-shopping
Leaves crunched and crackled underfoot as she appreciated the tranquility.,not-shopping
Any new baking supplies or ingredients that caught our eye?,shopping
The pantry could use some olive oil due for a restock.,shopping
How about replenishing the craft supplies box?,shopping
"Even the sun welcomed the respite, hiding behind a cotton-candy colored canvas.",not-shopping
A soothing atmosphere coated her world in oneness and clarity.,not-shopping
Blue jays squabbled around; vivid red cardinals took shelter high up in the treetops.,not-shopping
"A deer slowly grazed nearby, its lithe but powerful figure still against the calm backdrop.",not-shopping
"With time standing still and daily troubles beyond reach, she couldn't recall the overwhelming urgencies of shopping.",not-shopping
The sky was painted with hues of orange and pink as the sun rose.,not-shopping
Grab some new notebooks for the kids.,shopping
Check if they have that new video game.,shopping
"The snowflakes fell gently, covering the landscape in white.",not-shopping
Don't forget to get more coffee.,shopping
Maybe some new workout clothes.,shopping
And some better quality cooking utensils.,shopping
Can you check if they have that book I wanted?,shopping
The sound of the river was soothing.,not-shopping
And a new water bottle.,shopping
The trees swayed gently in the breeze.,not-shopping
Can you get some more aloe vera?,shopping
Maybe some new throw pillows.,shopping
"I'm watching the sunset, the sky is on fire.",not-shopping
"Just saw a shooting star, made a wish.",not-shopping
"Let's get some new sheets, the old ones are worn out.",shopping
"Grab some eggs, we're making omelettes for breakfast.",shopping
We need more milk.,shopping
And some yogurt for the kids.,shopping
Let's check out the new book section.,shopping
